City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
670,Kauhajoki,FI,35.58,overcast clouds,62.4333,22.1833,Helmin Kortteeri / Kahvila Helmi Saarikoski Oy
671,Qaqortoq,GL,46.9,light rain,60.7167,-46.0333,Siniffik Inn
672,Hurbanovo,SK,34.05,clear sky,47.8698,18.1923,Twins
674,Warri,NG,81.73,scattered clouds,5.5167,5.75,BON Hotel Delta
676,Pirapora,BR,86.65,overcast clouds,-17.345,-44.9419,Santos Palace Hotel
677,Burghausen,DE,37.29,scattered clouds,48.1667,12.8333,HOTEL POST
678,Birjand,IR,34.27,clear sky,32.8663,59.2211,Birjand Tourist Hotel
679,Ilhabela,BR,84.33,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
681,San Pedro,PH,76.35,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
682,Bom Jesus,BR,83.52,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
684,Ibanda,TZ,63.66,overcast clouds,-2.7974,32.4746,Lahe Hotel Mwanza
685,Shahpura,IN,54.73,clear sky,27.3833,75.9667,Shahpura Haveli
686,Mecca,SA,65.21,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
687,Danielskuil,ZA,75.61,scattered clouds,-28.1887,23.5395,Botha'Sig Gastehuis
688,Petrolina,BR,89.65,scattered clouds,-9.3986,-40.5008,JB Hotel
